name,place_id,city
Kentel Gumi Temple,ChIJAQAAALcW0i0Rf3_Usb95iAU,Klungkung Regency
Wisata Konstruksi Galian C,ChIJe8j-zTUS0i0RUsqO42UIBao,Klungkung Regency
Rafting Bakas,ChIJibEsYiAX0i0RlVhBZ4x-f8c,Klungkung Regency
Kawasan Wisata Desa Romantic Hill,ChIJ7RL54SMR0i0RY3dwpA_i3rg,Klungkung Regency
SDN 3 Getakan,ChIJmebFLzIX0i0Rvfj8_7pj6RI,Klungkung Regency
SDN 1 Tihingan,ChIJhaRjpmYR0i0RV9qBfMOmhg8,Klungkung Regency
SDN 3 Banjarangkan,ChIJvUApZYQX0i0Rm6q5_Y88tR0,Klungkung Regency
SDN 1 Nyalian,ChIJNwLzHUgX0i0Rt40wgU9d_KQ,Klungkung Regency
SDN 1 Takmung,ChIJRd5e_VkR0i0ROYIwhk-WDcE,Klungkung Regency
"SDN 1 Negari, Klungkung",ChIJO1z3BnAV0i0R7_XAsEwt-bE,Klungkung Regency
SDN Sampalan Tengah,ChIJl83qzXMR0i0RlCdi3-cjZDY,Klungkung Regency
SDN 2 Takmung,ChIJXXf4ef5ZBAURLci-EugT8d8,Klungkung Regency
SDN 2 Gelgel,ChIJA8TpcN8T0i0R3oV5hvzyxOM,Klungkung Regency
SDN 4 Takmung kelungkung,ChIJ359aRgkT0i0RjghVPCbecxM,Klungkung Regency
SDN 1 Gelgel,ChIJQwly4VMT0i0RmHXXXbAhEH0,Klungkung Regency
SDN 2 Timuhun,ChIJEbX6DqwQ0i0R2mqO2ryUbYA,Klungkung Regency
SDN 3 Selat Klungkung,ChIJ7VnXb6IQ0i0RdwsgBs5x-RI,Klungkung Regency
SDN 4 Selat,ChIJoS1iGsEQ0i0RQzd4rUvWCsY,Klungkung Regency
SDN 1 AKAH,ChIJJSqnG_cR0i0RVeKit3d7iwc,Klungkung Regency
Primary School No.2,ChIJ6WJjGsEQ0i0RHDIlYvSxQ4E,Klungkung Regency
SDN 2 tangkas,ChIJVXczgVET0i0RCEqi6s-4eyY,Klungkung Regency
SDN 1 Dawan Klod,ChIJL8HH6ZER0i0RuOGgDpPQlww,Klungkung Regency
SD Negeri 2 Sampalan Klod,ChIJX4fH4nkR0i0RdzT4TEmApCk,Klungkung Regency
SDN 1 Semarapura Tengah,ChIJMcXW7T8R0i0RH_FBzYx7DDs,Klungkung Regency
Elementary School Number 1 Semarapura Klod,ChIJE6RXvWoR0i0RLN24AlcR4MU,Klungkung Regency
SDN 2 Tegak,ChIJTXB-4JQQ0i0R_noBs8ja15A,Klungkung Regency
SDN 2 Semarapura,ChIJLziQVAAR0i0R0llBOYhO2bc,Klungkung Regency
SDN 3 Tegak,ChIJ3xc1aJMQ0i0Rrd5pKce-rz8,Klungkung Regency
SDN 3 Kusamba,ChIJ4T63bCMS0i0Rkt6jT43eHTA,Klungkung Regency
SDN 3 Pikat,ChIJaY_XqdwR0i0RyWC4d0LaxuY,Klungkung Regency
Banjar Adat Bucu,ChIJe4UDlFMR0i0R77NtHIGYwEI,Klungkung Regency
"Balai Banjar Selat, Desa Banjarangkan Klungkung",ChIJX4Op4TMX0i0RpxtBprqvEpQ,Klungkung Regency
Balai Banjar Pekandelan Kaler,ChIJx8tEkQ8R0i0Rrh6junRFNcY,Klungkung Regency
BALAI BANJAR KAPIT,ChIJ_9GckXQX0i0RfGVSnHrUg28,Klungkung Regency
Balai Banjar Desa Tengah,ChIJ-8bUtuMR0i0RD4gvaCdb4AE,Klungkung Regency
Dinas Pariwisata danKebudayaan Kabupaten Klungkung,ChIJUbgFfmYW0i0RRsO_HapFBOk,Klungkung Regency
Upt Dinas Pertanian Klungkung Di Banjarangkan,ChIJDTzYoMgW0i0Rej6fAb1kbEI,Klungkung Regency
Kantor Perbekel Desa Tusan,ChIJNWGbGd8X0i0RAe6qz6tF7dk,Klungkung Regency
Dinas Ketahanan Pangan Dan Perikanan Kabupaten Klungkung,ChIJk1zlsVAR0i0RL-AEBwUReLc,Klungkung Regency
Kantor desa banjarangkan klungkung,ChIJtY1Zwx8X0i0RGk63Ij7HrsM,Klungkung Regency
"Badan Pemberdayaan Masyarakat, Perempuan, KB dan Pemerintahan Desa Kabupaten Klungkung",ChIJn9bEy6wW0i0RJ8ndHuoYZPU,Klungkung Regency
Kantor Desa Bakas,ChIJRyfal6MX0i0RV14Wq8URUD0,Klungkung Regency
Kantor Kepala Desa Tihingan,ChIJDao7yjMR0i0R2GUpAkMUcgk,Klungkung Regency
Kantor Kepala Desa Bungbungan,ChIJpU1szP8Z0i0R0cakinRG4TI,Klungkung Regency
Kantor Desa Manduang,ChIJsaPraiYR0i0RoItIXBfgAkc,Klungkung Regency
Kantor Kecamatan Klungkung,ChIJNbPjcRYR0i0RQBqpqdFXmYk,Klungkung Regency
KANTOR SEKRETARIAT DESA ADAT TIMUHUN,ChIJQ4_uSAAR0i0RclEnHFA9iWg,Klungkung Regency
Kantor KPU Kabupaten Klungkung,ChIJ7_yAPxMT0i0RhAYZaMNIc3A,Klungkung Regency
Dinas Pariwisata Kabupaten Klungkung,ChIJo8U0hO8R0i0RaJ5tQGv4r5M,Klungkung Regency
Kantor Pos Banjarangkan,ChIJk____6gW0i0R_v1OjmHH9Hs,Klungkung Regency
PosPajakKlungkung,ChIJobY6sphA0i0RKfb_vQUqbPU,Klungkung Regency
SDN 2 Tihingan,ChIJCTHAjSwR0i0RQzFXGuu_Ug8,Klungkung Regency
SDN 2 Gunaksa,ChIJEzP4_nUR0i0RySukLD7EWa0,Klungkung Regency
Warung Delod Perempatan Pak Kumis,ChIJ73kfF-QX0i0RgYsCNGielrg,Klungkung Regency
Kantor Kecamatan Banjarangkan,ChIJY7EjLawW0i0R5y78umee_ak,Klungkung Regency
Kantor Camat Dawan,ChIJK-jS6JER0i0RDz9K6dbxNQk,Klungkung Regency
Kantor Bupati Klungkung,ChIJB8RdXRUR0i0RDd0Zv6q1Fao,Klungkung Regency
KANTOR LURAH SEMARAPURA KANGIN,ChIJBYGRbTMR0i0RfS7-xOBcBx0,Klungkung Regency
Kantor Lurah Semarapura Klod,ChIJsbO1t0ER0i0RiJN5u-VJcqI,Klungkung Regency
Kantor Kelurahan Semarapura Kaja,ChIJDVNR074R0i0RXNOIPLnIy-A,Klungkung Regency
Kantor Lurah Semarapura Tengah,ChIJ_3v8sSIR0i0R-zETO1fDtTA,Klungkung Regency
KANTOR KELURAHAN SEMARAPURA KLOD KANGIN,ChIJ-TwlhGsR0i0RYdwiPn4c8FA,Klungkung Regency
Public field Banjarangkan,ChIJ15pJUqUW0i0RrmFEfL40E7A,Klungkung Regency
Football Field & Playground,ChIJeUL85Rlt0i0Rho09EekaKP0,Klungkung Regency
Monumen Batas Klungkung dan Gianyar,ChIJkeh8XpoX0i0RMkdhQ3qpM-s,Klungkung Regency
Puputan Klungkung monument,ChIJ71d3QRUR0i0RByy-8IzhzmU,Klungkung Regency
Taman Monumen Semarapura,ChIJqZnpRBUR0i0Rngof5F7Or8o,Klungkung Regency
Monumen Tonggak Sejarah Perjuangan,ChIJMUS2ScYR0i0R6IzTQWppDkU,Klungkung Regency
"Simpang Lima Klungkung, Patung Saraswati",ChIJAayBJD8R0i0Rt-1wVrNNDaE,Klungkung Regency
Patung CATUS PATA,ChIJB0oZSBUR0i0Rjdr0V20uxRE,Klungkung Regency
Lapangan Puputan Klungkung,ChIJ9cjN-z8R0i0RBwl-0jbavms,Klungkung Regency
Puri Agung Klungkung,ChIJ0Yxs4T8R0i0RNZ85AT9hRp8,Klungkung Regency
Patung Kanda Pat,ChIJ9YwiSBUR0i0R7wvykjPxb_k,Klungkung Regency
Alun - alun Ida I Dewa Agung Jambe,ChIJK9Yxg10R0i0R9FOKrV1ztTQ,Klungkung Regency
Semarajaya Museum,ChIJxTkyURUR0i0R662gaDwqh_k,Klungkung Regency
Klungkung Royal Palace,ChIJ723cqmwR0i0RlxUQK--WAks,Klungkung Regency
Tugu Adipura Klungkung,ChIJJUr8EAAR0i0RCrDr0S6j370,Klungkung Regency
Pura Dalem Tugu Arya Kubon Tubuh,ChIJ1TEhqN0T0i0RJJ29zm-mjnY,Klungkung Regency
Lapis Kukus Tugu Malang,ChIJwwHjMxMR0i0Rj8LMrX-0hdg,Klungkung Regency
WARUNG D'TUGU,ChIJwRCudwAT0i0RCoKNkCaOusk,Klungkung Regency
SD Negeri 01 Bakas,ChIJSw2K0q4W0i0Rs1rtHQ9p9kU,Klungkung Regency
SD Negeri 01 Negari,ChIJqTXkWKkW0i0RIoBGVVOBX5E,Klungkung Regency
SD Negeri 3 Tusan,ChIJY4G5xrkW0i0RZTOY6q3LTWw,Klungkung Regency
SD Negeri 1 Banjarangkan,ChIJX1uONKwW0i0RS1LWH0by2q4,Klungkung Regency
SD Negeri 03,ChIJhV3DXqkW0i0Rt2HoBWjsDJo,Klungkung Regency
SD Negeri 2 Banjarangkan,ChIJR7v6jKwW0i0Rx83Zplj83_E,Klungkung Regency
SD Negeri 4 Nyalian,ChIJ3ZaxQa0X0i0RnBiKVIS5uQ4,Klungkung Regency
SD Negeri 02 Negari,ChIJH0fjJaQW0i0R0mgBOKi4YIQ,Klungkung Regency
SD Negeri 3 Nyalian,ChIJp-oChDkX0i0RqIJLPkFap_0,Klungkung Regency
SD Negeri 3 Negari,ChIJpa0qbGcV0i0Rom2_sLR2ViQ,Klungkung Regency
SD Negeri Semarapura Kaja,ChIJBZU6LyYR0i0R1miCg4ym6_s,Klungkung Regency
SD Negeri Selisihan,ChIJ8UiPx7AQ0i0RQziLc6zdzco,Klungkung Regency
SD Negeri Semarapura Kauh,ChIJTRkY1TgR0i0RKAsQe8GePaA,Klungkung Regency
SD Negeri 2 Semarapura Tengah,ChIJh0uOvj0R0i0Rzth3p2kXRUM,Klungkung Regency
Sekolah Dasar Negeri SATRA,ChIJUaguM-YT0i0RDERZ4GoNt2c,Klungkung Regency
SD Negeri 1 Bungbungan,ChIJtbgDNP4Z0i0Rn6oylhQdcCo,Klungkung Regency
SD Negeri 1 Sampalan Klod,ChIJ6Q6DGfMR0i0RjRDtocdpSSo,Klungkung Regency
SD Negeri 2 Semarapura Kangin,ChIJAT-lLxQR0i0Rg8oiZeZo1dY,Klungkung Regency
SD Negeri 1 Kamasan,ChIJRyjsnGYR0i0R4_zj3Jt7WQc,Klungkung Regency
SD Negeri 2 Paksebali,ChIJWyhc5ZsR0i0RMNKzzdFRXSs,Klungkung Regency
UPTD Puskesmas Banjarangkan 1,ChIJecRHoLAW0i0R1x8aHQcilo4,Klungkung Regency
UPT Puskesmas Klungkung I,ChIJ58A7kN8T0i0RvzAMv1buCNQ,Klungkung Regency
UPTD. PUSKESMAS BANJARANGKAN II,ChIJk3OS5aMR0i0R8EN5it_OYjQ,Klungkung Regency
UPT. Puskesmas Klungkung II,ChIJU-T8b-oQ0i0R9Wn_68sjXnY,Klungkung Regency
Puskesmas Desa Paksebali,ChIJc_vfvQwR0i0RGnLhaw5SCSs,Klungkung Regency
Banjar Jerokapal belakang puskesmas gelgel,ChIJE__hT2AR0i0R8xaUqKkTOq0,Klungkung Regency
Puskesmas,ChIJFT8DewAR0i0ReUsl8cv2brg,Klungkung Regency
UPTD Puskesmas Dawan II,ChIJRXiqiHgR0i0RS4wSKVLtsWE,Klungkung Regency
UPTD. Puskesmas Nusa Penida II,ChIJU3rVmqFt0i0RONGM_aklnoY,Klungkung Regency
Puskesmas Dawan I,ChIJq6qqqt4R0i0R4vK4ixJTK6A,Klungkung Regency
BPJS Kesehatan Kantor Cabang Klungkung,ChIJx1eZrzsR0i0RHjm6eKLWqrM,Klungkung Regency
Balai Banjar Sarimertha,ChIJWXbj0f8T0i0RvtoRPfJmzxg,Klungkung Regency
Balai Banjar Petapan,ChIJDf8AFcwQ0i0RW8lu6HGf4IY,Klungkung Regency
Lapangan Umum Desa Paksebali,ChIJBa7LrwwR0i0Rjq6S5OhzJ2Y,Klungkung Regency
Lapangan Umum Dawan Kaler,ChIJsYu3G7kR0i0R3eQXx0V9aAw,Klungkung Regency
Lapangan Dawan,ChIJu_6reUMR0i0RKSxBLSuk57Q,Klungkung Regency
Lapangan Umum Jake Tebel,ChIJsbKAdLwR0i0RqETrUPgjxvA,Klungkung Regency
Lapangan umum GOR Swecapura,ChIJ0YDUSAAT0i0R-5Ydkau_s7o,Klungkung Regency
"Lapangan PAU , Klungkung",ChIJIXEZISsR0i0R-xDRIEh90Fo,Klungkung Regency
Lapangan Bina Karya Kamasan,ChIJ65JkkGYR0i0RgBhK9_uxauU,Klungkung Regency
Kantor Kepala Desa Getakan,ChIJFTKOgtUW0i0RpitytLhwHwM,Klungkung Regency
Kantor Kepala Desa Lembongan,ChIJN66_qLlt0i0RSV7tF1pGLNs,Klungkung Regency
Kantor Kepala Desa Nyalian,ChIJ4RomjTcX0i0RXPvpSjQ4Mn0,Klungkung Regency
Kantor Kepala Desa Dawan Klod,ChIJFyX3WZER0i0R9LZl98MZ0bM,Klungkung Regency
Puri Saren Kauh Nyalian,ChIJQ5T9AwAX0i0RBK5GfBjvNiM,Klungkung Regency
Sukanta Wahyu Sculpture Park,ChIJ0eJEZEoX0i0Rb8t71-yE1UA,Klungkung Regency
"Balai Banjar Palak, Desa Selat, Klungkung, Bali",ChIJvXajaQUR0i0R5mNDV21-siQ,Klungkung Regency
SD Negeri 1 Semarapura Kangin,ChIJsclUKRQR0i0RYKBuTU21gvo,Klungkung Regency
SD Negeri 1 Pikat,ChIJQ-dk1egR0i0Rg2XG7dZuh8c,Klungkung Regency
SD Negeri 1 Tojan,ChIJl66UpmAR0i0R19RFNlCBihU,Klungkung Regency
SD Negeri 1 Tangkas,ChIJ3_CIXsYR0i0RRitOlBzcSf0,Klungkung Regency
SD NEGERI DAWAN KALER,ChIJN3auNvAR0i0R3U9ZDYZevsU,Klungkung Regency
Sekolah Dasar Negeri Sulang,ChIJVeSflHQR0i0Rnkj47xsNEIs,Klungkung Regency
SD Negeri 1 Jungutbatu,ChIJPy0u7Qxt0i0RnNYwT5jBb2Q,Klungkung Regency
SD Negeri 1 Ped,ChIJw_EMsnFz0i0R19ZzJPYbD0k,Klungkung Regency
SD Negeri 1 Lembongan,ChIJH-R6WbFt0i0RWYW3a-tyQSc,Klungkung Regency
SD 1 Negeri Batununggul,ChIJ60NrtQZz0i0Rs9xFD30hvOU,Klungkung Regency
SD Negeri 2 Lembongan,ChIJ60va7Opt0i0RfK47NlwdsCY,Klungkung Regency
Sekolah Dasar Negeri 3 Lembongan,ChIJgZxj-bht0i0RK1yfZZjiQpg,Klungkung Regency
SD N 3 Jungutbatu,ChIJsYQXTmht0i0RZBjPlTpqOnM,Klungkung Regency
SD Negeri 1 Tanglad,ChIJC6oDcXZ30i0RCY-3VtxVoGQ,Klungkung Regency
SD NEGERI 3 SAKTI,ChIJi1l5pDRw0i0RE88usEdd6Bc,Klungkung Regency
SD NEGERI 3 TANGLAD,ChIJoeZJZs5x0i0RwHfyLqVCNbw,Klungkung Regency
Museum bali,ChIJc2f-JSkX0i0RwvDP4lpWVwM,Klungkung Regency
Diamond Beach,ChIJMa53HxZ30i0RjT02sEeHrQ0,Klungkung Regency
Perempatan satria,ChIJZ4ctewAR0i0RvYtEMEcicWc,Klungkung Regency
Simpang Empat Jelinjing (Perempatan Gunaksa),ChIJEXWkSgAR0i0RyIitaVzvp3M,Klungkung Regency
SMA Negeri 1 Banjarangkan,ChIJqx9ENLgW0i0Ra-Eyto1DX1E,Klungkung Regency
SMA Negeri Satu Atap Lembongan,ChIJS9_CbLtt0i0RrOfJfngmox8,Klungkung Regency
SMA Negeri 1 Semarapura,ChIJZZBkpzgR0i0RXSb4VTcWFNA,Klungkung Regency
CATUSPATA Desa Adat Tusan,ChIJ7Snc8gMX0i0R8kiGabzPypU,Klungkung Regency
Kantor Desa Adat Gelgel,ChIJ0dXLqYIR0i0RkJ5Jb1PU0aY,Klungkung Regency
Pura Suralaya Desa Adat Banda,ChIJt96s1VMR0i0Rifo6WgDweqE,Klungkung Regency
Pura Puseh Dan Balai Agung Desa Adat Aan,ChIJkc6bttMQ0i0RDRF9IP400-A,Klungkung Regency
Pura Dalem Desa Adat Penasan,ChIJW8WmuDUR0i0RPJJ03VvwTDA,Klungkung Regency
Pura Dalem Desa Adat Pau,ChIJUaPZWwAR0i0RXThA_si3F2E,Klungkung Regency
Pura Taman Desa Adat Pau,ChIJjUWYnDMR0i0RKs1i9sJoBrI,Klungkung Regency
PURA KETEKAN AJI DESA ADAT TUSAN,ChIJmerlObMX0i0RzP559MCw_vI,Klungkung Regency
Pura IBU Gede Desa Adat Kemoning,ChIJlT1KhJkR0i0RQNImxHkayB4,Klungkung Regency
Pura Uluwatu Desa Adat Kemoning,ChIJJfYFawAR0i0Rz5WMgnBBfhg,Klungkung Regency
Pura Dalem Desa Adat Takmung,ChIJ7SA99QcR0i0RdrysRcQTldk,Klungkung Regency
Pura Puseh Desa Adat Takmung,ChIJ4a0I-VMR0i0RTP9Qlu_AHeo,Klungkung Regency
Setra lan Pura Prajapati Desa Adat Penasan,ChIJx3YlcgAR0i0RNcI6f1p5_QM,Klungkung Regency
"Pura Penataran Dan Gunung Kawi Desa Adat Aan, Kecamatan Banjarangkan, Klungkung",ChIJwxnJs_YR0i0Ref4S2IB7WSw,Klungkung Regency
Pura Dalem Kelod Desa Adat Aan,ChIJYyuIp9YQ0i0RD0wuyauNQgI,Klungkung Regency
Pura Dalem Agung Desa Adat Aan,ChIJ1fFBgzQX0i0RjcdaX-dL0CE,Klungkung Regency
Pura Dalem Tangkup Desa Adat Sengkiding,ChIJM5L_ZTMX0i0RI43II2dzMNM,Klungkung Regency
Pura Puseh Desa Adat Pau,ChIJI-IVfSwR0i0RDHh09tU2bLQ,Klungkung Regency
Sekretariat Desa Adat Budaga,ChIJ7yEoUpUR0i0R0zUamDkAlww,Klungkung Regency
Pura Tegeh Desa Adat Kemoning,ChIJc7FGrEAR0i0RfFealmeKXrY,Klungkung Regency
Pura pauman desa adat satra,ChIJG4Y6a7YT0i0RocpQiV7xWck,Klungkung Regency
Pura Gedong Penyimpenan Desa Adat Tihingan,ChIJpy5-xf4R0i0RdZgx_UFNQoA,Klungkung Regency
Pura Puseh Desa Adat Besang Kangin,ChIJybv8cwAR0i0R3PrY88ZupU4,Klungkung Regency
Pura Manik Api Desa Adat Kemoning,ChIJR6KtLkcR0i0RW8f3L-ZKoX0,Klungkung Regency
Setra Desa Adat Penarukan,ChIJZRkaMlYX0i0Rc2NUAIqQvCE,Klungkung Regency
"Pura Dalem Agung Desa Adat Sampalan, Gerombong dan Mincidan",ChIJzaBTmfgR0i0Rg-xvIpjjOKM,Klungkung Regency
BANJAR ATU DESA ADAT KEMONING,ChIJm6ww2kAR0i0RnUAYQ91P9zg,Klungkung Regency
Pura Dalem Prajapati Desa Adat Banda,ChIJb7pm094R0i0ROY-qm-QGxAo,Klungkung Regency
Pura Puseh Desa Adat penasan,ChIJN0EdDQAR0i0R7jAM54TfXQg,Klungkung Regency
Pura Dalem Prajapati Desa Adat Sarimertha,ChIJCXqTijwV0i0R7rVzGhokcQg,Klungkung Regency
Pura Batur Desa Adat Kemoning,ChIJs_M7jkAR0i0Rt8vCPyPC2uE,Klungkung Regency
Pura Prajepati Desa Adat Bungbungan,ChIJd14JcpwX0i0RbialwBR1Rjc,Klungkung Regency
Pura Puseh Lan Bale Agung Desa Adat Budaga,ChIJ39eVeU8R0i0R995kLvNsZt4,Klungkung Regency
Pura Melanting Desa Adat Cucukan,ChIJ24m2IAAR0i0RspcHBV2qCbw,Klungkung Regency
Pura Bale Patok Desa Adat Cucukan,ChIJ9fKwOwAR0i0RY_R0bTKK3I8,Klungkung Regency
WANTILAN DESA ADAT KEMONING,ChIJ19ZIPdoR0i0R0EL8ELUkvQU,Klungkung Regency
Pura Puseh Desa Adat Selat,ChIJbynO6hkR0i0R5CwKZCGPYU4,Klungkung Regency
Pura Puseh Lan Bale Agung Desa Adat Sampalan,ChIJ2WrixQwR0i0R3Hafwv6KCYA,Klungkung Regency
Pura Merajan Pulaki lan Puseh Desa Adat Cucukan,ChIJY_xvawAR0i0RvmJzMlS8ExE,Klungkung Regency
SMP Negeri 1 Banjarangkan,ChIJL41N5CwR0i0RajOOsYRYKxE,Klungkung Regency
Smp Negeri 1 Banjarangkan,ChIJLXYQvEYR0i0RU7_wZ4IfO4Q,Klungkung Regency
SMP Negeri 1 Semarapura,ChIJZ6egG0AR0i0RNYi1LgDqAEQ,Klungkung Regency
SMP Negeri 2 Banjarangkan,ChIJyeeTQSsR0i0RE4HzUyMWokI,Klungkung Regency
SMP Negeri 2 Semarapura,ChIJJY1ovD0R0i0RUmfOvxv-x0w,Klungkung Regency
SMP Negeri 3 Semarapura,ChIJfUL1Bd8T0i0RKAfizQalVUo,Klungkung Regency
SMP PGRI Semarapura,ChIJk0kKv0YR0i0RRfKx3cqT_gc,Klungkung Regency
SMP Negeri 5 Banjarangkan,ChIJ909r_B4R0i0RjA7gZ89BTcU,Klungkung Regency
SMP Negeri 3 Dawan,ChIJiUZZQfcR0i0RKhDhbHv9YDU,Klungkung Regency
MTs Hasanudin Semarapura,ChIJ6e9FdRUR0i0RuF4Zb5SSwDs,Klungkung Regency
Pertamina,ChIJfUiy3F4R0i0R6uWDEhxCsuM,Klungkung Regency
Pertamina,ChIJEdC6RDwR0i0RgbXG2YY6IRk,Klungkung Regency
Pertamina,ChIJH3D9XjcR0i0RQ4GeHb9jJKA,Klungkung Regency
PERTAMINA,ChIJea9WG0UR0i0RcDO0zifmNZQ,Klungkung Regency
Pertamina Gelgel,ChIJvczZLtAT0i0RQqVHH-2-cfQ,Klungkung Regency
PERTAMINA,ChIJneKVMYgR0i0Ruy8zdNPLwQk,Klungkung Regency
PERTAMINA,ChIJRWJNtBkS0i0RbxtAm_X5oGk,Klungkung Regency
kantor Perbekel Desa Dawan Kaler,ChIJRw0ijr4R0i0RpXzJC8erx6A,Klungkung Regency
Kantor KEPALA DESA PAKSEBALI,ChIJwQZetwwR0i0RMihLNE8TaRQ,Klungkung Regency
Kantor Perbekel Satra,ChIJ6V9BXvQT0i0R2yceP8U5flw,Klungkung Regency
GUNAKSA SUB-DISTRICT OFFICE,ChIJPSpUuIoR0i0RWWF7l94CRc8,Klungkung Regency
Kantor Perbekel Desa Ped,ChIJt65lmFly0i0R7lv1KT_V3vQ,Klungkung Regency
Balai Masyarakat Desa Satra,ChIJ0bXEksMR0i0R0hl6Pah36hk,Klungkung Regency
Posko KKN PPM UNUD Banjarangkan,ChIJub8SEQAX0i0RufSkc57vv4Q,Klungkung Regency
Dinas Pemberdayaan Masyarakat Desa Pengendalian Penduduk dan Keluarga Berencana,ChIJn0To1lQR0i0RBkxtv-qKuTo,Klungkung Regency
Pos bartung,ChIJo7N7OjYX0i0RvLIxgQmxxrA,Klungkung Regency
Balai Banjar Penasan Sangging,ChIJKTe5zbAR0i0RzXEUVC9KQuA,Klungkung Regency
BANJAR PEKEN,ChIJvehWhCoX0i0R-cZQJb1Y1lE,Klungkung Regency
Banjar Carangsari,ChIJAclcymob0i0RBztQV2Zub4g,Klungkung Regency
Meraih sukses bersama MSI,ChIJQS-4kZ0X0i0RXQ9o3ujlJZU,Klungkung Regency
Balai Banjar Alit,ChIJJdYMR94X0i0RSzKfKzhUWm0,Klungkung Regency
BARNES (Banjar Nesa),ChIJJe8iFwAX0i0RcJ64jJTU6Cw,Klungkung Regency
BANJAR KAWAN,ChIJN9aGE_gX0i0RW1_v8OiYc70,Klungkung Regency
Balai Masyarakat Desa Dawan Klod,ChIJ4xInUocR0i0R1yTB2tD7fN0,Klungkung Regency
Balai Masyarakat Desa Lembongan,ChIJAYgaILpt0i0RSXaWrY1Ms3U,Klungkung Regency
Patung Christina Martha Tiahahu,ChIJm9jWjyrpbC0RUPdiLFfcZok,Kota Ambon
Andika Cuci Motor 020,ChIJwzZC3p490i0ROyTMA0zh3gQ,Kota Denpasar
Perempatan jalan burengan,ChIJuyZV5gxXeC4RkWWeWw-lDGs,Kota Kediri
Purwosari Village Hall,ChIJl_cIa7nEcC4RJgYOuU5ecuE,Kudus Regency
Perempatan Cerme,ChIJ1eGWHy79ei4RxdMEfdQxkyc,Kulon Progo Regency
Perempatan Paingan,ChIJQWHs_WWPei4RcmZnyRZOO04,Magelang Regency
Perempatan turi,ChIJFS0FcuGTeS4RT8EMzD3nPSw,Magetan Regency
Kantor Lurah TAMALANREA INDAH,ChIJAQAAAMn8vi0R4dioNp59pho,Makassar City
Kantor Lurah Batua,ChIJDQw_zdnivi0RtEoaMF-QeBo,Makassar City
Kantor Lurah Tamalanrea Jaya,ChIJu7oZmU7jvi0R5311AXxP17c,Makassar City
Malang City Hall,ChIJVVVVlSMo1i0RbivGFAYVnX8,Malang City
Badan Pendapatan Daerah Kota Malang,ChIJB41CQpYn1i0RDqE4Z0OAk4Q,Malang City
Library of Elementary School of Kiduldalem I,ChIJL76gKz0o1i0RbKyjKTRfw40,Malang City
Perempatan Rampal,ChIJ8Qx7xDsp1i0RDvOvFNLCojA,Malang City
Kantor Bupati Malang,ChIJ-eo2fp-feC4Rry9PwJtlWMk,Malang Regency
Perempatan,ChIJsYBiDkCheC4RU6QsmpEFk_c,Malang Regency
Perempatan Gondang Utara,ChIJt0z6SgAr1i0RKHBimqm0DKI,Malang Regency
Perempatan Sempol,ChIJI-KfAACjeC4R9gTsRg-kRJE,Malang Regency
Perempatan masjid tlogorejo,ChIJY-qTwXCjeC4RfiiVBiZKHXE,Malang Regency
SD No. 3 Mengwi,ChIJKbEppJ470i0RiQnkssX22-I,"Mangupura, Badung"
Tugu Bundaran Sweta,ChIJhYmlrFu5zS0RHHw7acw4VAk,Mataram City
Perempatan AMM Jl. Airlangga,ChIJad2HRQC_zS0RQQ8OXup3QCM,Mataram City
Perempatan Jln suromulang(pas lampu merah),ChIJI0VhLwATeC4RQCm7SdORPkU,Mojokerto City
Gorengan Perempatan Mbak Is,ChIJW--NIsp1eC4RvG1vBVtEh3I,Mojokerto Regency
Perempatan,ChIJzSFU2tngsi0RwzW5HxW2BSU,Ngada Regency
Perempatan Karangsemi,ChIJg5TKKABJeC4RgTsqrr0h8Tw,Nganjuk Regency
perempatan tiripan tumirah,ChIJ70x9YABLeC4ROQkDrMvW-5U,Nganjuk Regency
Warung Perempatan,ChIJ6y5gmEg4eC4RJYtwP1JZBQs,Nganjuk Regency
Perempatan Gelung,ChIJs6gkawDpeS4RoSg_91z19pc,Ngawi Regency
Perempatan Kendung,ChIJ6YOYfdbpeS4RFGgSF6BNce0,Ngawi Regency
Kantor Pemerintahan Desa Pantis,ChIJV38WjaR7LjARct2IZiyNS1o,North Tapanuli Regency
Perempatan Ateja,ChIJ-U65oNHH1y0RWgUJiXKBGVU,Pasuruan City
Bundaran Arteri,ChIJwfOz7w_f1y0R9yDoSZ2QqLA,Pasuruan Regency
Kantor Kelurahan Tengah,ChIJPcV5e1hYHS4RACVMMJJH-KE,Pontianak
Perempatan Pare,ChIJX0ZWw3ctRy4RnJcf8RoH_4Y,Pringsewu Regency
KANTOR PEMERINTAHAN DESA,ChIJV1L-noH_1i0RPAZevN2FtLE,Probolinggo Regency
Perempatan Klaseman-Maron,ChIJAb0HbACr1y0Ry9ARZbsrj5o,Probolinggo Regency
Perempatan jalan,ChIJKdx4OgDBei4RfC0FyvjFBxo,Purworejo Regency
Perempatan Jalan Dusun,ChIJXZeifADDei4RhcbufMFyYds,Purworejo Regency
Kantor Pemerintah,ChIJEaCounN_9i0RR54tr5Rc29g,Samarinda City
Kantor Kelurahan Tembalang,ChIJ0Qekcq-OcC4RX5HuAiXL4zE,Semarang City
Kelurahan,ChIJXz95Xf6NcC4R6R72K6cK2OE,Semarang City
