name,place_id,city
Pertamina,ChIJvSOtWEtH0i0Rfk7GcXC_vMA,Denpasar City
SPBU,ChIJNVw3qrBB0i0RcGJ5RQi9QSs,Denpasar City
SPBU 54-80111,ChIJw1S8t5E_0i0Rk9WknqRfPO8,Denpasar City
SPBU Pertamina Dex,ChIJD3ivFQBB0i0RJiF26GMCQCk,Denpasar City
Pertamina 54.801.36,ChIJMw9V4kQ_0i0RTZf26_WysL8,Denpasar City
Pertamina,ChIJiyU6qxI_0i0RIEAqIFCoy4k,Denpasar City
Outlet Cokroaminoto Green Nitrogen,ChIJceyuz10_0i0Rs1PDa7taI6A,Denpasar City
SPBU Gatsu Mas Energi. UD,ChIJa2krR2k_0i0Rn0XZwAxwYcE,Denpasar City
SPBU Pertamina Cok Agung Tresna,ChIJ9_ICdItA0i0RPyqTkdCbka4,Denpasar City
Pertamina Gas Station 51.801.30,ChIJc5rNwmNA0i0RgWCVSRyVoYU,Denpasar City
Pertamina Gas Station 54.801.05,ChIJpW7QAmNA0i0R2VhKZr5z0E4,Denpasar City
SPBU 54.801.53,ChIJTWGQiplB0i0RKhHoJMS0T3I,Denpasar City
Vigas Hayam Wuruk Denpasar,ChIJ93ta0WBA0i0RRzo7OpyW1Rc,Denpasar City
Pertamina SPBU,ChIJK6YgMDw_0i0R_z_ZvMeBUlw,Denpasar City
SPBE KOSAN - PT. Dewata Gas Sari,ChIJOxIRCJs_0i0RhubnnYM6JIc,Denpasar City
Pertamina Gas Station 54.801.18 Panjer,ChIJE3h47PxA0i0ROb78imXX2Qo,Denpasar City
Pertamina Gas Station,ChIJAzr7p3ZA0i0Rq4DL-cNOGKc,Denpasar City
SPBU - Nangka Utara,ChIJA3Ztd6w_0i0ROvuwDbj_LjA,Denpasar City
Pertamina gas station 54-801.27,ChIJM-65AUw_0i0RulNhiBCHvnk,Denpasar City
Pertamax,ChIJ3Q--8yU_0i0R7lHADSsLm7k,Denpasar City
SPBU Pertamina 54.801.43,ChIJa1KWnUZA0i0RLCFbdHziHXc,Denpasar City
SPBU Pertamina 54.801.15 Puputan Renon,ChIJA3DUOpNA0i0Ra_uG3cLlzm0,Denpasar City
SPBU dekat ASTON DENPASAR,ChIJU-VSfDs_0i0RQtcKQ_uo-Ls,Denpasar City
SPBU SCAMER BERJEMAAH,ChIJDY9taTVB0i0RihDelLfGOhA,Denpasar City
Pertamina,ChIJkVq4z15A0i0RjHLc_bZD9k4,Denpasar City
SPBU Viral Tambahan Biaya Admin,ChIJn0jRYQBB0i0RrmFd9uQCVAo,Denpasar City
SPBU Pertamina 54-801.13,ChIJhwzCerQ40i0RlblTTkVsZgU,Denpasar City
SPBU Pertamina Mahendradata,ChIJaTtkErVA0i0R5DqaQHrPDaM,Denpasar City
Outlet Green Nitrogen Gatot Subroto,ChIJb_AzeZ0_0i0R8o40dbzcfjM,Denpasar City
SPBU 54.801.09,ChIJj6XKz15A0i0RdUYaJHERZOE,Denpasar City
SPBU MARLBORO TEUKU UMAR BARAT 54.801.38,ChIJO6ZmfM1A0i0RNFMFaH27kmY,Denpasar City
SPBU Pertamina 54.801.32,ChIJn7o2myxH0i0RsYyUU772Nxo,Denpasar City
Balai Banjar Cengkilung,ChIJsxxwkfA-0i0RBKjLDJeDpSM,Denpasar City
Balai Banjar Oongan,ChIJnwb93sE_0i0R1z5Z2VRr7PY,Denpasar City
Balai Banjar Padangsambian,ChIJ-XT6rsc50i0RraIHt7zCzwU,Denpasar City
Balai Banjar UMASARI,ChIJDSTWsmU_0i0R7TUOX99ihi8,Denpasar City
Balai Banjar Karang Sari,ChIJwdemoOo_0i0RokWnLuwq5TU,Denpasar City
Bale Banjar Semawang,ChIJH0bumGFB0i0RHIRAhraQ2aI,Denpasar City
Taman Wisata Tukad Bindu,ChIJu0Dbm3g_0i0ReErLR0BFjww,Denpasar City
Wisata Edukasi Subak Teba Majalangu,ChIJkbCofGo_0i0RY3dtAWl6I_E,Denpasar City
Eko Wisata Subak Ubung Denpasar Bali,ChIJwfc5G3s_0i0RQ-0lRYrGuN8,Denpasar City
Sekolah Dasar Negeri 2 Penatih,ChIJX6M6d68_0i0RqdIeQv6rkU4,Denpasar City
SDN 10 Mataram,ChIJCfgMA-E_0i0RU-JzfV33tpk,Denpasar City
Sekolah Dasar Negeri 6 Kesiman,ChIJMW8HV4E_0i0RQIdXSLhj3FU,Denpasar City
Sekolah Dasar Negeri 1 Peguyangan,ChIJgznmZR8_0i0R4Tj6QLYpe0s,Denpasar City
SD Negeri 1 Tonja,ChIJH_wzs3A_0i0RkQtasxzqxBc,Denpasar City
Sekolah Dasar Negeri No. 3 Penatih,ChIJs6mmT_g-0i0RU3Qz7ZA7MFc,Denpasar City
Sekolah Dasar Negeri 12 Peguyangan,ChIJ-xexHtw-0i0RGEuAvCD1QmY,Denpasar City
SD Negeri 3 Kesiman,ChIJW41OXpI_0i0R8_FlO0xf6TQ,Denpasar City
SD Negeri 1 Sanur,ChIJ45rWKE5A0i0RwuMGMpfMQ-g,Denpasar City
SDN 1 Gulingan,ChIJ94Slto470i0RU-rIXikTvSU,Denpasar City
SD Negeri 17 Kesiman,ChIJkxPdwpU_0i0R7Xwl7aWhJss,Denpasar City
Sekolah Dasar Negeri 5 Penatih,ChIJMxod8Js_0i0Rms8TOWAZBdQ,Denpasar City
Sekolah Dasar Negeri 8 Peguyangan,ChIJEZSUH-E-0i0R__ugkXf6Eqw,Denpasar City
SD Negeri 5 Tonja,ChIJe3ivEEk_0i0RG7OXATmysOk,Denpasar City
Sekolah Dasar Negeri 2 Ubung,ChIJHzN60y4_0i0RuL066Sq8N9Y,Denpasar City
Sekolah Dasar Negeri No. 3 Peguyangan,ChIJb4vkeCI_0i0RXs6fV8buC-g,Denpasar City
Sekolah Dasar Negeri 7 Kesiman,ChIJDzn5Z_Q_0i0R3rLEv-xnkM4,Denpasar City
Sekolah Dasar Negeri 26 Dangin Puri Denpasar,ChIJCRWNQZpA0i0RO4ZymdqVINs,Denpasar City
SD Negeri 14 Dangin puri,ChIJyR32zJtA0i0RRVy38NJC_jA,Denpasar City
Public Elementary School 2 Dauh Puri,ChIJJYAgbr5A0i0RW5h8qZki44k,Denpasar City
SD 3 PADANGSAMBIAN KLOD,ChIJ8UDmATFH0i0RqZku48mReyk,Denpasar City
Banjar Teges Village Hall,ChIJLdoFwQhH0i0R2EoZbCU7BZA,Denpasar City
Balai Banjar Tegal Kori,ChIJa4IqPC4_0i0RxQlxg0Nf470,Denpasar City
Balai Banjar Pengukuh,ChIJm6hi6QY_0i0R22alIY6U-n0,Denpasar City
Balai Banjar Kesambi‌ ᬩ ᬮᬩᬜ᭄ᬚᬃᬓᭂᬲᬫ᭄ᬩᬶ᭟,ChIJ7YmJBMpB0i0RkJOt2BGOvOg,Denpasar City
Balai Banjar Jabapura,ChIJXWgjdgBH0i0RtXvAFaEkavE,Denpasar City
Bale Banjar Tegal Kauh,ChIJBepM2ys_0i0RAyJVTvCQljc,Denpasar City
SMK NEGERI 4 DENPASAR,ChIJVbU48zJB0i0R9rtWH39rQRg,Denpasar City
SMK PARIWISATA HARAPAN,ChIJ1Smvw6hB0i0RGOq24_suynw,Denpasar City
SMK PGRI 6 Denpasar,ChIJYygx7O5A0i0RQ8iHVU6g_3w,Denpasar City
SMK Negeri 2 Denpasar,ChIJS7GnS3NB0i0R3viainlLPI8,Denpasar City
SMK PENERBANGAN CAKRA NUSANTARA,ChIJS36PB4lA0i0RiHCfyaTQGbo,Denpasar City
SMK Teknologi Nasional Denpasar,ChIJu0JpwfdA0i0RwscQOW2HDxo,Denpasar City
Professional School District 5 Denpasar,ChIJNeWzA30_0i0RIpt0-WRIxas,Denpasar City
SMK PGRI 2 Denpasar,ChIJ58xkc7FA0i0RQlt0L2JFf-4,Denpasar City
SMK Negeri 3 Denpasar,ChIJYRGpg75B0i0RSqTon9zeiHs,Denpasar City
State Professional School 6 Denpasar,ChIJJ42reoU_0i0ROTP6NE3EnMY,Denpasar City
SMK Wira Bhakti Denpasar,ChIJ7-5nBEA_0i0Rq8_VSHZkM1o,Denpasar City
SMK TI Bali Global Denpasar,ChIJ24BeDptA0i0R0ji2Zv_xeK0,Denpasar City
SMK SARASWATI 1 DENPASAR,ChIJf44FTuJB0i0RGqhtvYcxtnM,Denpasar City
SMK PGRI 3 Denpasar,ChIJcz5MvYlA0i0RvdwbUSj4YDQ,Denpasar City
Smkn 4 Denpasar,ChIJgbDjuPdB0i0RJlyO8SZGNSk,Denpasar City
School SMK PGRI 5 Denpasar,ChIJv56UAXw_0i0RxRfsd46jgto,Denpasar City
SMK PGRI 4 Denpasar,ChIJN1L6kso40i0RrbDfVJODBwY,Denpasar City
SMK PHARMACEUTICAL SARASWATI 3 DENPASAR,ChIJuZktW4NA0i0R2YS1zFmCwTs,Denpasar City
SMK Negeri 7 Denpasar,ChIJg33wO7FH0i0RMoXin9qMLDY,Denpasar City
SMKN 1 limau mungkur,ChIJde3uYIlB0i0RNbtM_rKB4UY,Denpasar City
Vocational High School of Engineering Denpasar,ChIJH6CD3EA_0i0Rri4MiYlkvBA,Denpasar City
Health Vocational High School PGRI Denpasar,ChIJBeW2Gn8_0i0RPuJjxCnDLOg,Denpasar City
SMK Nasional Denpasar,ChIJUwEVIn9A0i0RBgKaZbouZos,Denpasar City
SMK Pembangunan Denpasar,ChIJi7O-028_0i0RGkxG858RzvY,Denpasar City
SMK Duta Bangsa Denpasar,ChIJWa2b_ZE_0i0RNxLvRtjkgAY,Denpasar City
Health Vocational High School Denpasar Bali Medika,ChIJWT4iDjk_0i0RrXdJHPYuZEM,Denpasar City
Saraswati 2 Professional School,ChIJCeYX2HdA0i0Rcgy7m4xlBNQ,Denpasar City
SMK Kertha Wisata Denpasar,ChIJU_gOWatB0i0RRKimqFoA69c,Denpasar City
State Senior High School 2 Denpasar,ChIJoTO6O-lA0i0RmpguWMiuHt4,Denpasar City
SMK Bintang Persada Denpasar,ChIJdS4uWks_0i0R4cOFF7Nzj-U,Denpasar City
Madina Bina Vocational High School Denpasar,ChIJRx7UJ51A0i0R50S-1PkpZCs,Denpasar City
LSP SMKN 3 DENPASAR,ChIJozNKM7pB0i0RJyPOjRJhWE4,Denpasar City
SMK Bali Dewata & SMK Kesehatan Bali Dewata,ChIJ__-vxOc-0i0RJNDSZeWZ5Jw,Denpasar City
School SMK PGRI 1 Denpasar,ChIJt9GbPXM_0i0ReuHpyM5dhi4,Denpasar City
Institut Teknologi Dan Bisnis STIKOM BALI,ChIJh8WBSPJA0i0RlqAKHhE_Qeg,Denpasar City
Yayasan Perguruan Kristen Harapan,ChIJ45LjIedA0i0RKMuycHz8WR0,Denpasar City
Pkbm Harapan Bangsa,ChIJBw_fLOFA0i0Rlz7JCgBkh3o,Denpasar City
SMA Nasional,ChIJ5UVFa-lA0i0RGIfONvNehUQ,Denpasar City
State Junior High School 7 Denpasar,ChIJZ15OwbBA0i0R-uAJx2N7h0I,Denpasar City
Perpustakaan SMK Negeri 1 Denpasar,ChIJu3Qf6Ys_0i0Res5TrTE92Ao,Denpasar City
SMA PGRI 1 Denpasar,ChIJkUFm3e5A0i0Rw7yEL-NzuBk,Denpasar City
Smkn 5 Denpasar,ChIJM0UFMYNA0i0RYHK8vsvDDkc,Denpasar City
SMK MUHAMMADIYAH DENPASAR,ChIJMwXPX9BA0i0R2CCJ0ZCA0_c,Denpasar City
Smk Ti Bali Global Klungkung,ChIJAQDwR_JA0i0RETiO54fr0O0,Denpasar City
Catholic High School of Saint Yoseph Denpasar,ChIJy8aUQOtA0i0RbPx3R_rwnTc,Denpasar City
SMK Harapan,ChIJv019HedA0i0RvLHds8M2EPg,Denpasar City
Sekolah Menengah Kejuruan (SMK) TI Nasional Denpasar,ChIJ1yoN2_BA0i0RGfWGOeBNC3E,Denpasar City
SMK Dwijendra Denpasar,ChIJ-Shcp4RA0i0R69guZft6suc,Denpasar City
SMK Visi Global Denpasar,ChIJI6BDRGJB0i0RPkeKS-176IY,Denpasar City
LSP SMK Penerbangan Cakra Nusantara,ChIJ3ZRpXylB0i0R0oc7wLNqAEQ,Denpasar City
SMK Nusadua Pemogan,ChIJF1Dy1z5B0i0RukxUc_PiXGs,Denpasar City
GH SMK TI GLOBAL DPS ESPORT,ChIJ9cYMYABB0i0RZ_tht0IGs_E,Denpasar City
Saint Joseph Junior High School,ChIJV48HXetA0i0R3WSvvUyzcqo,Denpasar City
SMK Taruna Warmadewa,ChIJC9-v6WFB0i0RBIoILrBi7mY,Denpasar City
Smk Pgri 2 Denpasar (Kresek),ChIJa9NbJA1B0i0Risi1O6m5QIg,Denpasar City
Saint Joseph Elementary School 1 Denpasar,ChIJhW9fJOtA0i0RKXwzdY3BcK8,Denpasar City
PT. Suryatama Mutu Kencana (SMK),ChIJtVIAGClB0i0R7NqYs-je8L0,Denpasar City
School SMP PGRI 1 Denpasar,ChIJfw8pQ7dA0i0RH5L1WWN4cyw,Denpasar City
Teknik Mesin SMK Negeri 1 Denpasar,ChIJXx59XQA_0i0RpW1X1cClWGs,Denpasar City
State Senior High School 4 Denpasar,ChIJ2SvR8rBA0i0R7yo6ASD23wc,Denpasar City
School SMP Harapan Mulia Denpasar,ChIJoztRks1A0i0RExfNEE-bfCo,Denpasar City
STIKES KESDAM IX/UDAYANA,ChIJm3tjHJRA0i0Rn2VO7AlpZZ4,Denpasar City
Smk PCN Gedung 2,ChIJzaZXJn9A0i0Rd57uExl-2NQ,Denpasar City
SD Muhammadiyah 2 Denpasar,ChIJ5bojhtFA0i0RddzT6fL75Bs,Denpasar City
Sekolah Menengah Pertama Pelangi Dharma Nusantara,ChIJgdW2ouZA0i0R71OwfrQmD_U,Denpasar City
National junior high school Denpasar,ChIJf1HsOulA0i0RZvUgLVcifkE,Denpasar City
KB KRISTEN HARAPAN,ChIJreAxCR5B0i0RdHhulDGhZys,Denpasar City
Miracle International,ChIJiQDnso5B0i0RgZdab8zFQME,Denpasar City
Undiknas Graduate School,ChIJnYeiGO9A0i0RvN5TUTeRm0o,Denpasar City
Play Group & TK Harapan,ChIJYW2TAOdA0i0R6Q9310zc6XU,Denpasar City
State Senior High School 7 Denpasar,ChIJJyfI1oJA0i0RC6u8Mz_Hx2Q,Denpasar City
INSTIKI INDONESIA,ChIJlVVBlAJB0i0RJIvA0ErJtrk,Denpasar City
SMP Taman Pendidikan 45 Denpasar,ChIJOc4bFoNA0i0RcaaiBe2aMFg,Denpasar City
Bali Institute of Design and Business,ChIJbQkspv5A0i0RklrVFGMYGAs,Denpasar City
Yayasan Kalifa Nusantara,ChIJL6L37EpH0i0RGWxqTYi2RR0,Denpasar City
Akademi Pariwisata Denpasar,ChIJL4Ms11tA0i0RoKK53O6QDoY,Denpasar City
Sekolah Dasar Kartika VII - 2,ChIJhyxs2pBA0i0RH52MYHZ3524,Denpasar City
SD Negeri 6 Panjer,ChIJBWy_4vFA0i0R4kbYzhRpzmY,Denpasar City
SMA (SLUA) Saraswati 1 Denpasar,ChIJHahYUp1A0i0RWntEJ9FynSI,Denpasar City
RESTAURANT SMK PGRI 5 DENPASAR BERSTANDAR INTERNATIONAL,ChIJ8wPR0Z0_0i0RwdEyAD5Z6Hw,Denpasar City
ILC Anugerah,ChIJ29RK4OpA0i0RU8hQhJUvOHk,Denpasar City
School SMP PGRI 3 Denpasar,ChIJhxcpG6hA0i0RtbHGkcpaKgw,Denpasar City
PKBM CEMERLANG (SAHABAT CEMERLANG),ChIJBz8vY1VH0i0RLRKSgVRnDcM,Denpasar City
Kampus Alfa Prima,ChIJhSIB1GJA0i0R1GiXEeEt-eY,Denpasar City
SMP Dwijendra Denpasar,ChIJuanqo4RA0i0RHS8xB57hYVU,Denpasar City
SMA N 5 Denpasar,ChIJJbIQnA5B0i0Rzt_wnx517aA,Denpasar City
Primakara University,ChIJn75EuKpB0i0RThBTACbw_ns,Denpasar City
JIC Indonesia,ChIJ6Y_cpXs_0i0RCPD-j7E_3FE,Denpasar City
SMAN 6 Denpasar,ChIJxdVlmE9A0i0RdrLHAk0EiH4,Denpasar City
SMP Bintang Persada Denpasar,ChIJgWOiW0s_0i0RWnYnmS8wiFs,Denpasar City
Polytechnic of Health Denpasar,ChIJMzUeIQxB0i0ReUr9MTqC--I,Denpasar City
PGRI 2 Junior High School Denpasar,ChIJTV2wCss_0i0RV85LI3vN48Q,Denpasar City
SMA Dharma Praja Badung,ChIJzbTRuGk_0i0R8koNzzt9ZdI,Denpasar City
SMA Negeri 3 Denpasar,ChIJBY8uUYBA0i0RL_kDQ2LtJxk,Denpasar City
BEST COLLEGE,ChIJMRkwMQpB0i0RDLt6wkMSrL0,Denpasar City
Sekolah Menengah Kejuruan (SMK) Tabanan,ChIJ5xYsBuFA0i0RWsi5kcT_N7U,Denpasar City
Balai Banjar Sanglah,ChIJ1eGgDelA0i0Rx6mBAumt_m4,Denpasar City
Banjar Sebelanga,ChIJk7guqP1B0i0RAjFZRTASiYI,Denpasar City
Banjar Kaja Pedungan,ChIJrXMXedxA0i0RdoJDkQvnjxE,Denpasar City
Banjar Buagan,ChIJD5-8tM9A0i0RlCOgobJajQA,Denpasar City
Balai Banjar Tenten,ChIJ22k9oC5B0i0R3Wr7-pFFdwA,Denpasar City
Balai Banjar Kepisah Pedungan,ChIJ29NK995A0i0R6NrrXPJkXfE,Denpasar City
Banjar Begawan,ChIJ4ayKq9BA0i0RWpPtKMvVeDw,Denpasar City
Banjar Pande Pedungan,ChIJHXtFPtxA0i0RLA743jglVE8,Denpasar City
Banjar Pembungan,ChIJK0VM-t1A0i0RXjFxZfRnkDc,Denpasar City
Banjar Cemara Agung,ChIJ8YXyX5FB0i0RCpslrD0HlY0,Denpasar City
Banjar Pengiasan,ChIJ9_ZpGb9A0i0R_ZsGkL21KxE,Denpasar City
Banjar Kaja Desa Pakraman Panjer,ChIJ7UixCO9A0i0Rkw1YWwItqXM,Denpasar City
Banjar Batu Bintang,ChIJS6m9iKpB0i0R9lvHPPx1gNY,Denpasar City
Banjar Sawah Pedungan,ChIJoaXpqdBA0i0RpmBl-DVBQCA,Denpasar City
Banjar Adat Asta Bhuana,ChIJfTrhVbZA0i0Reqq9z_3kUSs,Denpasar City
Banjar Batan Nyuh,ChIJK3CdqHtB0i0RjURcAmzmNXM,Denpasar City
"Balai Banjar Kangin, Panjer",ChIJQ6AUofpA0i0Roq-KoLrvaWM,Denpasar City
Banjar Bumi Banten,ChIJHYnfqetB0i0RwqmpSfOndhk,Denpasar City
Balai Serba Guna Banjar Sading Sari,ChIJoahY321B0i0R5PamuLhDG54,Denpasar City
Banjar Tegal Gede,ChIJ-7YaErxA0i0R7ve5lyK9PsY,Denpasar City
Banjar Sama Pedungan,ChIJtRo1KdlA0i0RXIqEu6eUm84,Denpasar City
Bale Banjar Pitik Pedungan,ChIJHZ37ZNhA0i0Ri9_FV8lSfdI,Denpasar City
Banjar Sading Sari - Denpasar,ChIJ3w6PiENB0i0RMwbXa1YxBFk,Denpasar City
Br. Puseh Desa Pakraman Pedungan,ChIJ_flDUdlA0i0RXj6U_RKe8I4,Denpasar City
Br. Munang Maning,ChIJr6EtwLhA0i0RgkHVRQL7okk,Denpasar City
Banjar Bumi Asri,ChIJvRjqaBRB0i0R-X2b9q9V-yw,Denpasar City
"Banjar Abiantegal, Desa Pakraman Denpasar",ChIJiVbaGABB0i0RgBaB6MaBg2w,Denpasar City
Banjar Sumuh,ChIJgVnrY0JB0i0ReoXxCe6mOIU,Denpasar City
Banjar Eka Sila,ChIJFcgaapVA0i0RKJ7fYy5bMVg,Denpasar City
Banjar Sapta Bumi,ChIJk6oMYrFA0i0R7x4WQTSXow0,Denpasar City
Banjar Bumi Shanti,ChIJ4elAN_BB0i0RpImaP9fqFrQ,Denpasar City
Banjar Karang Suwung,ChIJmajY0N1A0i0R4NG2Rbx-TJE,Denpasar City
Banjar Tenten,ChIJFcnh2SVB0i0Rv4vp3BVODBs,Denpasar City
"Banjar Pekandelan, Desa Pemecutan Kelod",ChIJKeVCFUBB0i0RdHLoB_fn-XM,Denpasar City
BANJAR JEMATANG,ChIJdXxwiLxB0i0RcRakKGxzaVE,Denpasar City
Banjar Geladag,ChIJ6_YGsNhA0i0RGabhlFNtV8o,Denpasar City
Banjar Bumi Kerthi,ChIJpTYkQPdB0i0RL3G_KixumsI,Denpasar City
Banjar Bhuana Merta,ChIJ70I47J9B0i0RsY15n_x0FGU,Denpasar City
Tengah Sesetan village hall,ChIJlcmNADNB0i0RLcVR3u-vaMA,Denpasar City
Balai banjar kayumas kelod,ChIJkYFAZXBB0i0RZjNZGTZG3sA,Denpasar City
Balai Banjar Tegal Buah,ChIJhXykxZ5H0i0RZupMFr9lez8,Denpasar City
Balai Banjar Badak Sari,ChIJYRlrQY9B0i0RJLNxNCveuqQ,Denpasar City
Banjar Tegal Dukuh Anyar,ChIJCVXflrtA0i0Rzu9dzwY47tU,Denpasar City
"Balai Banjar Bhuana Sari, Desa Tegal Kertha, Denpasar",ChIJbXcyTABB0i0RBZlBD3Csz3Q,Denpasar City
Banjar Sangga Agung,ChIJdwK1K3hB0i0RSd2--6yhxbY,Denpasar City
Banjar Bumi Werdhi,ChIJ8ZhTPmlB0i0Rt7-bzq5gPng,Denpasar City
Banjar Tegal Langon,ChIJPxFFjftB0i0RJ4KSS3T5L9s,Denpasar City
Banjar Celuk Panjer,ChIJbwsPkvpB0i0R_9Y5A1nbjsg,Denpasar City
Banjar Panca Kertha ᬩᬜ᭄ᬚᬃᬧᬜ᭄ᬘᬓᬾᬃᬣ,ChIJqUK8sbFA0i0RJHuFXOi7sxA,Denpasar City
Banjar Tegal Agung,ChIJ9XzubbxA0i0RcFUXPbkKhG0,Denpasar City
Banjar Bumi Sari,ChIJsbCNDrJB0i0RnMliHAs1km4,Denpasar City
Banjar Graha Shanti,ChIJCWaBEbBA0i0REMoCUXJ3_h4,Denpasar City
Banjar Tegal Kawan,ChIJzT_zdM9B0i0RAQwLiUTJddY,Denpasar City
Banjar Samping Buni Monang Maning,ChIJyc1Nt1VB0i0RLe-B8FTKLrM,Denpasar City
Balai Banjar Muliawan,ChIJTxQ9i9pB0i0RXa9UvLVXpMg,Denpasar City
Banjar Abiantimbul,ChIJ1dSSZtRA0i0RouEo3-dpuLk,Denpasar City
Bale Banjar Abasan ᬩᬮᬾᬩᬜ᭄ᬚᬃᬅᬩᬲᬦ᭄᭟,ChIJfXX2T5BB0i0RvTg6HJZfypI,Denpasar City
Balai Banjar Alas Arum,ChIJ_-GFHLpB0i0RyeG24pNpRL4,Denpasar City
Banjar Yang Batu Kauh,ChIJg1IOjH5B0i0R0kjWblkkAMw,Denpasar City
Banjar Gelogor,ChIJRbzxSb1A0i0RaROwbtFirQg,Denpasar City
Banjar Alangkajeng,ChIJPUYcjqJA0i0RwzZN5g8uA3Y,Denpasar City
Banjar Pemogan Kaja,ChIJ-4V0c9dA0i0R5LhobekBUlI,Denpasar City
Balai Banjar Sebudi Tanjung Bungkak,ChIJ06oMlnBB0i0RqSBobx_6BDE,Denpasar City
Banjar Gemeh,ChIJvU9MbnJB0i0Ruu_38M96peI,Denpasar City
Balai Banjar Dalem Kepaon,ChIJX07_OklB0i0RqHZokl-ni-M,Denpasar City
Tri spa,ChIJ3WJ_ga1B0i0Re2OFcUqcSUE,Denpasar City
Banjar Pekambingan,ChIJk12LimJB0i0Rn4VNesmhbZ8,Denpasar City
Banjar Buana Kubu,ChIJHV67g7NA0i0RVkPqul7TPbs,Denpasar City
Balai Banjar Bekul Panjer,ChIJZSUIZkVB0i0RFJpKzn_UvVA,Denpasar City
Balai Banjar Br. Tegallinggah,ChIJC9C9jiFB0i0RXQm_7-EpYAY,Denpasar City
Banjar Pemedilan,ChIJ8QeBwaNA0i0RKgPihCnDgY8,Denpasar City
Banjar Antap,ChIJ20mJQ-VA0i0R-rYcFZXE9rw,Denpasar City
Balai Banjar Kertha Petasikan,ChIJQbsXNqBB0i0R5Ricov33ngo,Denpasar City
Banjar Margaya,ChIJFx5n_GlH0i0RFtBeJ-SZ3z8,Denpasar City
Balai Banjar Abasan,ChIJT9Tww1pH0i0RVlHlH_et7zw,Denpasar City
Banjar Tegal Wangi,ChIJQ-o_udZB0i0R910zP79_OGU,Denpasar City
Banjar Sasih Panjer,ChIJx_W6YWFB0i0RCT_HfENfYuI,Denpasar City
Banjar Taman Yangbatu,ChIJD6wPDQpB0i0RrPVJobvEV0k,Denpasar City
Banjar Kelandis,ChIJ3aZ2hmZB0i0RE3HqnAk04Xc,Denpasar City
Banjar Suci,ChIJT6aGIUJB0i0R-4uSzABoQE8,Denpasar City
Balai Banjar Tegal Lantang Kaja,ChIJxf71oVVH0i0RjOfJU_9vySQ,Denpasar City
Banjar Mertha Buana Padangsambian,ChIJbZTDPABB0i0RnzUtgFJAOU0,Denpasar City
Balai Banjar Lingkungan Padang Sari,ChIJrUOSkO0_0i0R-B2ZH4z2AuY,Denpasar City
Balai Banjar Buana Agung,ChIJZ1H6FqZH0i0Rj1I2-0rRPfo,Denpasar City
Banjar Lebah,ChIJ_eIm3YNA0i0R9PYzGGfu8AE,Denpasar City
Banjar Busungyeh Kauh,ChIJN0xh36RA0i0RSoD0kpztKK0,Denpasar City
Banjar Panti Sari Pemogan,ChIJsd3EyLRB0i0R4blYYnitiGw,Denpasar City
Banjar Celagigendong,ChIJqVA3GaNA0i0R7vh6Kv7vpAc,Denpasar City
"Banjar Kedaton, Sumerta",ChIJq_29ZmtB0i0RgUz5EMB0y1A,Denpasar City
Balai Banjar Babakan Sari,ChIJlaKiDURB0i0RDp85yRhw7AQ,Denpasar City
Br. Titih Denpasar,ChIJ5xFi75hA0i0Rv52s-zERR5U,Denpasar City
Balai Banjar Gelogor Carik,ChIJIw0QOthB0i0RY0xAJW1fW7Q,Denpasar City
BALAI BANJAR TEGALLANTANG KAJA,ChIJJUjzSYJH0i0RJ_pbH66jFMk,Denpasar City
Balai Banjar Jurang Asri,ChIJqRHaFhA_0i0RPEgnmkH-0Mw,Denpasar City
Banjar Tegallantang Klod,ChIJH2Kf8zZH0i0RWT2tBRx0Daw,Denpasar City
Banjar Kereneng,ChIJ567P_mhB0i0RLNfxkEObOM4,Denpasar City
Banjar Penyaitan,ChIJf247z-JB0i0RoXNkoPQxW8I,Denpasar City
Banjar Merta Jaya,ChIJgbdCqXpB0i0ROqBVo54Xtpg,Denpasar City
Banjar Dalem Kesumasari,ChIJi1WeqqRB0i0R8Fz8BkL6amk,Denpasar City
Balai Banjar Buruwan Sanur,ChIJfzor1KtB0i0REDC35mHubis,Denpasar City
Balai Banjar Kehen Kesiman Denpasar,ChIJVYSGfYM_0i0Rx6hkqKZawgg,Denpasar City
Balai Banjar Buaji,ChIJy4U7HBc_0i0RvKl8aAfOnFw,Denpasar City
Balai Banjar Tegehkuri,ChIJfYF8Bg0_0i0RH49PSNqbVGQ,Denpasar City
Banjar Peken Desa Adat Renon,ChIJ069L-FlA0i0RRs1N9AlHqYY,Denpasar City
Banjar Eka Dharma,ChIJRTk4n-FB0i0RLrY8N9ZKCIw,Denpasar City
"Banjar Panti Sari, Desa Pakraman Denpasar",ChIJzQotpGxB0i0RFii044wUdZg,Denpasar City
Banjar Sari Sidakarya,ChIJt714YExB0i0RLYdph0Epszo,Denpasar City
Banjar Tainsiat,ChIJN3NL6WE_0i0RkN_g7GvLW8A,Denpasar City
Banjar Pemangkalan,ChIJF0t9jzA_0i0RUmJnHvhHpws,Denpasar City
Balai Banjar Benaya,ChIJlRsmBB8_0i0R07TyF-3Tq44,Denpasar City
Banjar Pesanggaran,ChIJs17MmGlB0i0RxSZvAPFTjHQ,Denpasar City
BALAI BANJAR BEKUL.,ChIJiV3Z3ZU_0i0RApf7gatOuk8,Denpasar City
